avg. reported cases,avg.deaths per year,target_deathrate,incidence rate,Avg. income,poverty percent,male age,female age,percent married
1931,592,133.4,399,88516,8.8,34.6,36.3,58.7
59,24,156.3,413.3,42099,16.4,42.6,44.9,57.7
103,46,180.2,410.4,46526,16.7,40.5,42.7,52.7
55,25,155.7,344.1,34206,26,30.2,35.1,41.1
47,23,164.8,331.1,50709,14,28.6,29.4,60.6
1336,569,191.2,443.8,58333,14.3,36.3,38.7,50.9
16,10,164.8,259.5,49947,28,38.6,39.9,46.7
181,79,157.5,414,52814,12.5,48.2,52,59.8
45,15,139.8,435,49369,15.3,44.8,46.6,57.6
86,43,179.2,369.7,42291,18.3,37.4,38.9,51.1
139,50,178.7,512.8,49012,14.2,36.5,38.2,52.1
678,278,182.3,461.9,49261,15.3,38.5,41.4,52.3
579,258,189.9,441,50020,18.2,34.1,37.3,46.9
109,61,198.4,352.5,44795,18.6,39.6,42,46.2
566,219,162.9,424.4,61825,10.4,35.4,37.8,54.6
142,61,173.4,400.8,40213,24,32,33.2,50.4
21,12,223.2,415.8,33324,24.5,42.8,45.2,49.1
56,28,182.8,423.4,41207,16.2,48,49.6,56.1
27,8,129.1,448,50698,12.7,36.8,36,60.8
24,9,142.3,410.4,36992,18.7,40.5,44.2,51.3
278,117,190.7,459.5,53872,12.9,38.1,39.5,58.4
14477,5108,161.4,433.8,54230,17.3,32,33.6,47.2
314,129,176.3,429.7,48461,17.1,36.3,38.9,53.3
18,8,116.7,275.7,64182,10.5,38.4,40.2,55.2
34,16,172.4,387.4,35607,25.1,38.1,52,52.7
515,188,149.5,399.8,59569,17.5,30.3,31.7,45.8
16,8,189.7,411.7,66505,8.9,35.2,34,68
499,215,190,457.8,40921,20.2,41.4,44.8,54.7
2092,763,123,341,34368,33.5,27.4,30.1,51
205,91,186.4,440.9,41521,21.8,41.7,43,53.6
94,37,155.2,390.1,50124,14.4,31.9,34.3,53.4
340,140,167.2,438.5,55472,12.4,44.9,48.2,58.3
173,80,181.2,409.9,44076,20.3,38,40,57.4
124,61,176.8,372.1,33698,25.9,43.2,47.1,43.9
169,69,181.9,441.6,47299,17.5,36.6,37.2,44.9
8,4,110.4,214.8,32086,26.7,40.4,36.8,50.2
465,195,198.5,476.8,43385,20.5,36.7,39.3,50.4
110,42,158.9,422.7,51508,13.9,36.1,38.7,51.5
9,3,142.5,435.8,63054,8.6,43.4,47.1,67
43,17,166.4,417.2,52030,14.9,36.4,43.8,56.9
72,35,189.2,409.1,52185,14.7,38.9,39.1,56.4
202,86,188.9,448.1,41017,17.7,40,41.5,50.4
12,7,168,294.6,46364,13.1,53.4,52.8,59.5
1195,510,187.7,445.6,41147,21.2,35.1,37.1,43.6
22,12,202.2,385.1,36929,22.5,31.5,44.1,48.4
153,72,164.6,353.8,46200,20.2,32.9,36,50.7
675,276,185,444.7,55926,13.3,35.8,37.6,57.1
95,41,179.9,420.3,41079,23.4,36.5,44.5,42.7
71,31,178.1,424.2,43986,22.3,33.8,41.1,43
171,63,132.7,385.2,77764,8.3,42.2,45,60
336,152,166.3,411.2,44113,17.6,45.7,49.7,50.7
28,15,183.1,376.8,38750,18.5,52,54.6,55.6
18,11,179,297.2,39335,21,40.8,47.3,56.7
130,48,164.1,445.2,40884,22.8,26.6,30.7,40.2
19,10,165.2,352,36929,21.3,39.3,43.1,52.3
292,120,187.3,469.5,41009,18.6,37.8,42.1,52.9
61,32,183.6,373.6,37111,22.6,32.9,38.7,54.5
100,55,215,411.8,50699,14.4,40.7,40.9,59.4
21,9,135.7,307.1,38012,28.1,33.4,28.8,47
121,47,148.2,414.2,47041,13.8,43.7,45.6,60
74,31,143.4,365.5,52895,13,39.1,42.1,52.8
101,54,205.4,405,45159,13.5,44.6,45,52.7
309,152,203.2,401.7,47123,17.4,35.9,37,51.5
127,60,201.8,432.2,37256,19.6,37.3,42.3,48.9
12,4,106.1,318.9,60810,10.6,31,39,56.4
52,24,147.1,316.6,51481,15.5,39.9,45.1,50.6
149,68,168.7,395.8,45096,14.9,55.8,56.8,59
1107,425,163.7,430,45719,17.7,29.3,31.9,43.5
21,11,154.4,303,41589,18.3,36.6,38.7,54.7
51,24,186.9,430.6,39649,18.9,40.8,45.7,55.8
1034,447,181.6,432.6,43488,19.7,31.6,34.3,46.6
60,26,165.3,403,39030,21.5,31.7,43.5,43.3
71,35,205,423.4,34452,23.1,49.4,48.5,55.1
16,7,153.2,331.3,61896,12.5,31.5,33.6,50.7
22,13,187.2,307.6,42820,14.8,48.2,53.2,55.7
181,72,166.6,420.8,41587,22.1,36.5,38.2,50.4
168,71,150.2,355.1,32248,26.5,27.8,31.1,52
178,82,155.6,343.3,53440,14.3,36.5,40.3,54.3
11,7,173.9,279.3,32580,22.7,45.4,46,59.5
520,197,148.3,388.7,74811,9.9,31.1,33,53
142,72,206.1,429.4,41849,18.3,38.9,42.9,51.3
30,12,135.8,369.1,38564,17.1,45.3,45.7,62.2
43,21,211.8,434,41363,20.7,32.3,42.9,45.9
119,59,209.9,434.5,48996,14.8,43,44.6,57.3
1929,709,164.9,438.1,70929,10.9,35.5,37.3,56.3
75,32,179.8,407.5,42839,14.6,30.2,31.6,59
75,35,196.3,425,37954,18.6,42.2,44.3,55.2
273,116,185.9,443.5,38895,22.7,29.5,30.6,43.9
242,113,201.9,442.2,43091,20.3,36.6,39.1,51.5
62,35,200.7,350,39135,20.2,40.2,43.4,42.7
81,36,187.7,427.3,38742,17.9,34.9,42.1,49.7
1403,577,163.6,400.2,51222,16.8,33.8,36.1,46.1
40,18,198.4,438.4,61773,10.7,30.7,32.6,56.3
10,4,181.3,469,54458,15.6,23.7,40.2,53.7
453,188,200.1,484.3,48834,16,37,39.5,53.3
164,66,183.7,466.6,40862,18.6,39,42.6,51.8
119,55,187,410,48822,15.5,37,38.8,52.5
575,218,176.4,456.8,67655,9.9,38.5,40.5,58.3
38,14,142.1,387.8,41813,14.6,31.5,34,54
51,19,129,323.1,44817,17.8,36,34.3,49.4
341,139,215.6,522.6,41401,18.5,42,45.8,51.5
528,212,185.1,461.8,38224,21.5,32.9,33.5,43.5
21,7,66.3,211.1,34258,21.8,38.9,42.3,54.7
71,29,175.1,428.5,47834,14.9,46.2,48.3,54
539,202,160,428,64636,9.7,33.9,37,53.9
11,4,133.1,359.8,62376,11.2,35.8,37.1,63.1
20,10,166.8,325.4,37294,18.7,53.5,55.6,55
83,41,201.1,434.6,34340,20.1,42.4,47.1,49.6
47,20,148.3,345.2,39006,24.8,34.5,39.1,44.7
54,23,217.1,522.1,43654,16.9,39.6,44.4,51.1
91,37,169,419.5,43194,19,39.3,43.3,49
62,27,174.2,423,38607,18.1,40,44.3,51.1
242,108,174.4,399.9,46427,16.6,38.1,39,47.6
81,38,199.9,423.1,35701,19,50.6,50.2,49.5
53,28,182.2,369.6,32826,23.9,46.8,48.5,44.3
161,77,215.4,464.5,43087,18.6,42.6,44.5,55.5
306,139,202.5,443.3,51958,15.8,34,36.9,51.5
28,14,153.9,335.8,38000,20.3,39,48.1,50.1
15,7,205.8,412.8,50361,13.6,36.2,35.1,59
87,39,203.5,467.2,56444,14.1,35.7,37.1,53.3
18,9,182,382.6,55130,13.1,40,44,61.3
122,60,193.9,403.3,35772,22,36.3,38.2,48
9,6,178.8,275.6,49309,13.4,39.8,37.2,60.7
1007,382,157.5,429.6,45363,18.1,34.5,37.4,50.2
43,18,168.2,425.4,51733,12.1,40.6,40.5,58.9
185,70,136.5,356.3,26699,35.4,27.6,30.8,47.3
60,28,211.3,457.8,44110,20.8,38.1,42.9,55.7
9,5,172.6,355.4,42780,15.5,45.3,52.4,62
17,7,138.2,350.1,60435,13.2,37.5,34.2,66.6
37,15,133.2,374.1,37527,20.9,34.5,37.8,54.8
6894,2471,164.3,441.1,58127,15.2,33,34.8,49.4
573,252,178.2,419.8,45559,15.9,30.8,33.3,48.1
60,26,178.9,424.4,38752,21.2,32.5,36.3,43.9
13,6,200.7,441.6,43618,14.2,50.1,49.4,56.3
120,49,155.8,385.4,40680,20.6,33.5,34.2,53
532,199,159.3,443,45261,15.6,32,35.6,46.6
113,46,190.7,500.3,36645,19.9,47.2,48.4,49.1
115,56,188.1,384.2,40442,19.3,38.5,46.8,53.5
207,92,186.3,424.5,46346,14.6,38.3,42.4,55.3
12,6,166.7,313,55918,14.3,33.5,30.7,60.6
102,48,152.7,342,37933,22.1,32.6,36.2,45.8
176,70,143.9,367.2,41437,22.2,30.4,34,51.9
302,133,182.9,424.9,43377,15.9,42.4,44.4,52.5
424,161,165.8,444.5,51003,15.8,34.5,37.2,50.6
302,101,164.6,472.7,39984,26.3,36.8,30.5,38.5
145,64,163.1,375.6,50589,16.1,28.3,30,44.8
105,43,180.8,481,44065,13.5,44.9,47.2,56.6
42,19,172.8,439.7,39444,15.4,40.5,42.8,59
1333,552,173.6,434.6,40386,20.6,34.5,37.2,47.4
66,33,209.2,444.5,37911,19.2,38.5,44,54.6
60,25,186.1,473.6,37486,19,39.5,45,59.4
152,74,222.5,483.4,39232,18.3,42.9,45.3,55.6
68,35,179.4,365.2,33707,22.1,53.2,53.8,58.3
27,13,154.1,368.2,41652,14.4,46.2,48.5,61.3
50,20,150,398.7,44188,15.6,38.3,39.4,51.3
214,109,204.4,417.6,32662,22.1,38.6,42.4,56.1
74,30,216.3,529.5,33091,22.1,41.6,44.4,50.8
3240,1365,188.9,453.1,46185,16.5,35.3,37.7,43.3
576,239,187.3,461.5,40047,19.6,34.4,36.5,51.4
1024,438,203.6,457.4,58976,10.6,37.7,39.6,54.3
227,87,183.4,472,49949,14.6,28.6,31.1,49.6
25,14,217.7,431.6,37581,19.4,42.4,45.4,58.7
185,80,183.2,430.9,36895,18.4,38.7,41.5,54.4
187,76,174.5,449.5,48128,13.4,39.6,42.6,56
194,88,178.5,412,39908,18.6,39,40.4,57.1
58,28,212,463.2,41891,14.3,37.8,41.1,52.1
240,98,191.5,468.8,53804,15.7,35.8,37.3,53.7
86,37,197.9,497.9,37597,20,41.8,43.9,53.3
93,44,203.2,470.4,47937,16.6,42.1,41.9,52.9
81,49,201.2,334,34863,22.2,36.1,37.8,52.9
94,34,141.8,433.8,35345,17,41.8,44.5,53
78,38,225.4,488.3,35363,20.4,40.1,43.1,56.3
35,24,187.4,287.4,40165,16.1,43.7,44.7,54.8
181,70,188.8,517.2,42088,18,39.2,40.3,47.7
22,11,180.7,405.5,38023,15,43.6,44.7,54.2
129,65,202.1,421.8,37360,17.4,40.2,41.3,54.5
81,47,270.5,476.9,30661,32.2,37.4,42,41.6
70,31,179.9,409.2,47158,13.9,37.8,38.1,55.3
51,18,140.3,422.7,41376,15.8,43.9,46,57
84,32,176.9,510,42105,16.1,41.9,45.2,55.1
135,67,203.7,425.7,36867,20.7,45.9,47.4,50.9
105,57,229.7,438.4,34631,23.3,38.7,42.1,47.4
205,134,185.9,296,45448,14.3,38.4,40.9,57.6
98,43,168.8,425,42956,20.2,28.4,28.2,42.4
55,27,167.7,341.6,29415,23.9,45.6,46,53.9
71,27,161.3,433.1,51958,10.2,38.7,40.8,58.1
60,31,190.2,389.4,31025,22.3,50.7,50.8,59.1
81,52,239.8,380.6,32120,28.7,36.3,38.8,41.5
100,42,174.4,437.7,50548,11.6,38.9,40.8,59.5
227,109,217.1,467.3,40038,17.6,36.2,39,53.9
206,82,163.8,423.3,40710,21.6,31.1,38.4,47.8
113,44,192.5,500.7,44408,18.9,37.9,42.6,48.4
397,138,152.6,425.1,70874,6.9,37.4,39.2,54.7
155,71,183.4,413.5,38344,18.1,36.1,38.6,55
182,65,196,521.6,47227,15.9,25,29.7,45
34,16,205,451.6,34684,18.6,44.3,48.6,55.7
48,28,205.2,369.8,51738,11.6,44.5,46,60.1
134,57,191.8,469.5,41346,18.3,36.5,40.7,47.1
132,57,204.2,472.9,51986,15.3,40.1,43.1,55
38,18,181.8,394.3,31820,21.5,45.3,47.6,55.6
87,46,236,455,30019,25.1,40.2,43,55.1
1691,583,162.9,465.2,74220,6.8,36.3,38.7,57.1
57,30,178.8,372.7,33986,21.7,49.2,50.6,53.6
85,44,187.7,364.9,46874,13.1,42.1,42.7,57.7
383,165,216.8,513.8,40376,20.3,37.4,40.8,48.2
5880,2089,166,488.5,60093,9.6,38.1,41.9,48.6
126,62,205.8,445.9,41112,16.3,35.8,41.1,47.8
22,13,208.7,368.6,34644,18.2,39,41.9,57.8
21,14,195.4,329.9,38281,16.3,35.9,40.8,53.5
230,99,205.4,492.2,40532,20.9,38.4,41.2,50.9
42,24,210.7,381,27382,28.2,43,45.3,54.6
43,14,147.4,476.5,42498,16.6,40.7,44,57.1
175,85,206.6,439.5,38329,19,40.7,43.3,53.7
205,92,169.4,379.3,40642,16.2,51.1,51.5,62.5
37,18,196.5,425.4,36642,17.7,39.9,43.6,52.2
294,121,173.6,432.8,35731,18.7,40.1,42.7,50.7
134,58,161.3,385.3,33755,21.5,40.4,43.4,48.4
110,54,194.4,417,40267,17.5,39.1,41.9,53.3
172,68,177.6,453.4,52959,12.8,40.3,40.1,56.2
121,59,207,422.2,34581,25.5,39.2,41.2,50.1
106,49,240.5,520.2,30721,26.4,46,47.2,51.7
181,65,166.7,454.2,41561,17.8,37.1,39.6,57.6
13,7,171,347.7,38802,15.5,46.6,48.6,59.5
118,52,203.2,479.9,31600,22.7,39.9,44,54
1526,667,214.3,485.1,35681,28.8,34,35.4,28.6
50,15,121.4,420.2,41602,15.1,42,43.1,53.2
50,15,140.6,422.9,38871,30.6,28.5,31.7,44.8
36,12,170.1,484.6,35740,25.2,33.7,36.1,46.6
27,13,163.7,358.7,49758,11.7,45.6,45.9,64.6
62,20,129.1,411.7,47520,12.7,49.2,49,57.4
446,169,165.2,453.7,42903,14.3,36.4,39.7,52
33,11,136.8,421.9,41004,19.4,40.4,41.4,54.6
13,6,197.5,444,47376,10.8,46,54.3,57.2
61,22,178.3,494.3,50540,11.7,39.5,42.9,59.5
57,29,196.9,426.1,38178,17.1,45,48.8,49.9
20,6,162,511.4,59102,8,38.8,39.3,61.1
570,171,150.6,516.8,47351,13.6,41.4,42.9,56.3
337,109,137.9,416.6,51569,13.9,32.6,33.9,49.5
59,24,198.9,477,33428,31.8,30.6,31.8,41.3
7,3,231,524.5,37316,20.1,53.3,50.9,58.8
19,7,113.2,348.1,47902,14.4,54,53.6,62.8
84,31,178,485.1,43509,17.6,32.6,36.2,49
65,25,185.5,445.4,61575,10.4,47.6,47.8,59.5
16,6,179.5,507.5,43272,14.6,50.3,52.1,63.3
690,257,194.4,520.6,46926,19.6,38.6,39.8,46.8
378,143,173.8,478.7,43104,18.9,41,42.2,46.1
570,170,157.1,511.8,94334,6.3,41.6,44,57.4
10502,3405,138.8,435.2,56866,15.4,36.2,39.2,45.3
980,352,188.4,536.3,59925,13,37.8,41.4,45.9
2648,832,161.7,514.4,70299,14.5,37.6,40.9,51.2
1715,501,142.9,502,83162,14.7,34.2,38.5,53.1
632,235,183.7,498.7,43518,18.9,35.8,39.6,44.3
1299,446,174.2,508.7,71885,7.2,40.9,42.9,54
890,343,175.7,482.8,56508,13.2,38.4,41.6,44.8
193,73,172.8,468.2,48718,15.9,42.7,44.2,48.6
125,47,184.2,510.4,48135,15.4,43.4,47.3,49.1
216,73,162.7,494.3,49809,14.2,40.4,44.2,47.4
581,230,178.7,467.1,46849,16.6,41.5,42.7,50.5
8895,2817,163.8,528,85886,7.7,39.1,42,51.4
451,170,178.8,474.3,48908,16.3,41.5,42.9,45.5
324,106,160.5,503.6,52195,11.4,41.7,44.8,55.2
449,154,159.5,479.8,51880,18.7,28.5,31.8,37.3
1080,398,170.8,477.4,56718,13.7,42.1,44.3,46.9
455,166,177.9,511.3,54585,13.3,44,46.4,48.4
418,159,198.4,534.1,47547,14.6,41.7,44.4,49.1
564,198,175.5,506.7,49191,12.9,42.4,43.7,52.7
5438,1716,145.3,486.7,83152,10.4,38.6,41.9,50.2
281,87,181.1,577.4,53783,12.3,39.8,43.2,50.9
159,60,178.4,495.3,48368,14.5,40.6,42.3,52.8
827,327,178.7,469.1,41296,17.9,37.7,40.5,49
207,79,174.4,457.3,43043,16.4,40.3,43.6,51.2
76,28,157.1,452.5,35266,20.5,44.9,49.4,63
137,59,186.1,431.1,32508,25,38.1,41.9,39.3
186,71,169.3,464.7,36488,20.9,44.9,48.7,59.2
102,38,152.8,421.7,37131,19.8,41.7,46.3,53.3
345,130,194,524.2,40357,18.8,43.3,46.1,49.1
121,51,175.3,430.4,31217,27.7,40.6,47.8,39
168,73,161.4,381.2,33521,25.6,40.8,43.7,45.9
702,291,169.2,419.2,47387,15.7,48.7,51,57.4
1434,516,162.7,475.7,47296,13.9,39.5,42.8,47.8
560,222,188,493,39275,20.5,41.4,44.4,48.1
880,302,173.6,499.6,55250,12.2,35.9,38.5,54.5
464,202,195.5,453.4,38653,18.8,41.6,43.7,49.5
46,16,143.8,417.4,61730,9.7,41.1,41.1,57.1
483,190,191.5,501.8,48824,14.7,44.7,47.9,53.4
152,60,188.2,487.1,42730,19.9,42.8,47.1,48.4
796,319,176.4,444.3,45080,16.2,39.4,41.9,51.7
384,149,146.8,427.6,56797,13.9,44.3,48.1,57
197,82,179.9,457.2,34620,21,47.9,51.3,53
95,44,189,437.7,38887,23.2,40.6,47.4,48.4
83,31,163.6,463.1,37072,18.5,49.9,51.6,62.3
574,232,194.3,481.6,39444,21.1,39.8,42.6,48.6
298,139,193.6,417.5,34321,24.3,39.8,43.2,45
554,228,181.1,457.8,43972,16.4,32.3,39.2,52.8
1248,501,186.1,450.8,42582,17.6,29.5,33.3,46.9
107,51,199,400.5,58024,11.2,41.8,43.3,60.7
192,69,163.2,442.5,54642,11,44.3,46,54.9
943,346,177.5,488.6,43346,16.9,40.3,42.8,54
262,94,169.3,491.1,47592,13.8,43.1,44.7,56.3
276,111,164.5,410.9,34109,27.7,37.2,40.7,48.2
304,132,192.1,446.1,31615,25.9,37.6,41.8,39.4
1882,700,179.9,490.7,45944,19.7,36.2,39.2,46.6
317,123,183.4,472.1,48166,15.4,38.8,42.2,51.6
1121,451,193.5,482.3,42056,16.7,38.3,41.1,48.2
56,26,171.5,370.9,48413,15.6,41.3,44.9,53.7
51,20,160.7,405.8,33824,20.6,42,45.9,55.9
344,124,188.4,519.2,49342,15.9,40.5,43,46.3
105,43,183.2,440.8,37263,28.3,37,41.6,40.8
2573,853,163.9,500.9,44828,17.3,35.7,37.9,45.3
332,145,199.5,472.6,31674,23.5,39.6,44.6,39.1
501,190,182.9,468.2,45380,20.5,32.8,34.5,51.1
400,147,157.6,453.4,42812,15.2,45.4,48.2,55
777,275,151.8,468,47286,12.9,44.1,48.5,57.5
136,58,184.3,434.1,30056,25.8,39.5,43.5,40.1
156,64,191.8,424.7,44175,19.5,30.7,32.2,50.7
67,32,240.8,521.3,28341,25.7,40.7,40.8,51.5
55,27,211.2,435,38338,20.3,42.4,43.8,57.4
53,19,185.7,562.7,29067,27.8,44.4,45,51.3
597,234,199.4,524.8,43390,15,37.2,40.7,52.7
76,32,202.5,490.6,38544,19.9,41.3,43.7,56.6
32,16,163.8,343.2,30556,32.4,40.7,44.7,46.8
98,47,258.6,549.3,30333,29.8,42,43.8,52.2
1395,490,176,496,48552,19.8,33.1,35.1,43.3
89,33,191.3,528.5,35878,19.3,39.3,41.1,56.2
257,114,248.2,550.3,30127,31.1,38.8,42.3,50.1
297,127,215.7,512.2,49400,12.9,40,41.8,46
47,24,240.2,495.8,30671,31.2,39.3,45.7,47.1
44,20,234.4,516,45483,16.7,38.3,36.6,53
105,42,204.6,516.6,43647,18,41.2,42.9,58.6
123,48,205.4,513.7,46226,16.9,35.3,37.7,54.9
232,97,201.1,502.7,39247,17.7,39.2,41,53.9
171,73,230.6,544.2,35726,21.7,39.2,40.4,55.1
65,31,195.3,435.4,33640,21.5,43.1,45.9,55.3
257,104,211.9,531.3,42452,16.4,41.5,44.2,56.3
41,22,223.6,417.3,50358,13.8,39.7,42.3,57.2
526,205,202.2,512.4,50407,14.3,34,37.7,52.8
182,98,277.1,504.8,26351,34.2,39.6,42.2,52.7
113,45,196.4,500.9,41406,18.5,40.2,42.7,48.8
115,54,243.5,519.5,38038,23,40.3,41.7,56.7
259,110,202.4,477.1,43040,18.1,39,41.2,51.3
104,43,233.2,564.5,43799,18.3,39.5,42.9,54.1
30,14,197.8,429.2,41588,18.4,47.3,47.8,50.9
286,117,196.7,492.4,42477,16.9,39.3,42.2,53.7
102,49,211.7,447.9,45168,14.6,39.9,43.9,55.3
108,51,185.8,396.8,54086,11.1,39.8,42.7,61.6
124,56,208.3,469.1,44762,13,40.3,43.3,55.2
174,71,170,427.8,46466,11.8,38.6,41.6,55.2
427,183,202.3,487.6,40234,20,39,40.8,46.3
185,86,197.4,445,41077,15.5,41.3,43.4,54.4
954,327,146.5,397.9,89861,4.9,35.5,36.7,62.3
350,140,184.8,456.4,68334,6.9,38.9,41.7,55.3
200,84,183.5,438.5,56787,10,40.7,42.8,52.3
645,231,167.4,455.2,70358,6.4,36.3,38.5,57.9
292,124,191,468.4,41955,15.5,40.9,43.8,48.2
440,187,172.2,422.9,47433,16.8,39.4,42.9,52.1
204,89,195.8,466.3,49832,10.7,38.8,40.9,55.1
239,111,220.4,489.6,48368,14.9,37.7,39.3,54.4
178,78,204.7,474.1,55190,10.3,38,39.7,56.3
123,53,202.5,484.2,38663,19.9,37.3,41.2,53.6
174,67,169.5,453.4,45964,16.2,40.2,41.1,49.9
146,61,206,479.5,43783,17.5,38.5,41,52.8
627,242,165.1,430.4,58833,10.2,36.2,38.6,57
225,88,183.5,487.1,44077,17.4,35.3,41.8,48.5
383,162,187.2,447.8,54068,12,36.6,39.7,58.6
142,59,167.5,405.3,52003,10.9,29.7,32.4,60.5
2624,1086,195.2,478.8,50774,17.6,36.6,39.5,44.7
622,256,192.5,476,46243,17.9,38.1,42.2,48.5
275,119,197.2,466.2,45232,12.5,41.1,43.3,56.6
746,320,195.2,468.7,44730,16.7,38.5,41.3,48.4
3882,1714,201,448.5,42700,21.3,33.1,35.2,39.4
245,96,163.7,448.8,52508,10.9,37.5,41.5,54.8
67,26,194.4,527.7,48381,13.5,41.4,43.8,50.3
182,79,183.5,424.4,41065,17.1,38.2,42.1,50
507,205,168.5,428.7,43841,24,27.6,29.3,36
192,82,171,420,46945,12.3,38.1,42.3,53.1
381,151,200.8,490.3,54849,11.5,40.2,41.8,56.5
76,36,194.1,427.8,51285,11.5,42.5,43.6,53
212,95,186.5,416.9,50997,11.1,37.3,39.1,56
42,16,195.6,535.7,51403,11.1,44.6,46.8,54.8
117,50,201.5,475.2,39572,18,40.1,42.1,54.4
131,56,215.1,494.2,46001,15.4,42.9,44.8,56.5
92,37,171.8,425,42056,17.5,42.5,41.1,49.3
108,51,208.1,451.1,44623,15.5,38.8,43.8,53.9
71,30,174.1,412.1,47217,11.3,42.8,44.2,59.7
851,319,178.4,476.7,63030,10,38.2,40.3,52.9
142,53,168.7,450.8,59975,10.7,42.1,43.2,59.8
79,33,183.2,463.7,43770,14.2,40.1,43.7,55
188,85,197.1,444.2,49467,13.5,36.4,39.3,45.4
167,69,198.5,497.2,41577,16.1,40.7,43.4,55.4
151,70,201.4,452.9,52491,10.7,38.9,41.7,57.3
102,48,222,480.1,47418,14.4,40.1,42.3,55.1
1337,550,180.3,459.6,46388,17.2,35.3,37.6,46.6
129,59,217,475.7,41649,17.6,39.6,40.6,52.1
250,96,184.1,484.7,54831,11.8,39.9,42,51.6
114,47,174.6,441.7,54468,9.3,42.4,42.9,60.4
142,64,222.9,493.9,43740,15.5,41.1,42.3,52.7
168,72,172.6,406.2,50078,12.8,40.5,42.9,54.4
114,54,206,442.8,43933,16.9,39.2,42.6,50.6
58,29,232.3,475,47606,17.4,38.9,41,56.7
641,243,169.1,452.2,46276,22.1,26.6,29.7,40.8
90,35,159.2,425.7,55008,9.5,42,45.6,56.3
43,17,192.3,479,47410,13.8,38.8,44.2,55
895,395,182.7,431.1,42622,17.7,36.5,39.3,46.6
107,45,209.6,504.9,44388,13.9,41.9,44.5,49.3
569,242,201.2,482,41260,20.2,34.7,37.9,42.6
196,85,185.3,452.3,45151,15.2,40.1,44,53.8
49,20,177.2,456.2,55925,9.9,43.5,44.5,60.2
307,113,165.1,449,65793,8.2,38.7,42.1,61.1
163,67,205.3,511.2,43573,16.2,39,42.8,52.5
414,184,202.8,477.6,40929,17.8,39.3,42.6,48.2
139,56,157,412.6,51182,10.7,39.6,42.4,58.4
149,69,206.3,460.9,50731,11.2,41,43,57.8
180,72,179.7,461.3,59266,9.4,40,42.2,57.7
51,22,178.9,440.7,48216,10.3,45,47.7,56.2
32,11,171.3,533.1,51929,12.2,45.5,47.8,64.4
86,30,142.4,428.5,45229,12.4,44,45.9,61.1
92,36,176.1,489.7,40422,17.5,43.9,46.7,56.2
47,19,176.9,477.8,50014,11.1,47.2,48.2,59.8
141,54,163.2,445.9,61931,8.8,40.2,42.2,61.8
705,261,170.9,488.7,51331,14.5,33.9,35.6,46
143,60,171,434.9,54186,10.4,39.4,43,54.1
133,44,129.8,430.9,62438,7.6,37,40,57.4
121,49,188.1,482.7,55781,10.7,37.9,39.1,58.9
102,39,149.1,426.3,50719,12.4,34.7,36.9,53.1
95,37,156.6,444.5,52273,9.9,41.7,45.1,63.6
80,33,181.5,528.1,49456,13.7,43,48.7,55.8
124,56,176.6,443.1,52367,9.9,40.6,44.1,57.1
97,49,218.8,470.8,46159,13.1,42.2,47.3,57.4
119,38,147.9,500.8,61423,7.9,41.3,43.6,60.1
299,101,154.2,493.5,49569,12,43,45.9,51.7
83,29,135.4,438.1,52894,9.6,44.5,48.5,55.2
81,31,161.9,467.7,50788,9.8,42.7,45.2,60.7
55,25,198.5,457.8,45413,14.4,37.6,42.5,53.8
108,44,171.5,477.7,51514,11.5,40.6,43.9,55.6
116,46,168.3,456.7,49018,10.8,44.4,46.6,58.6
305,127,191.8,483.1,48528,12.9,41.2,43.3,52.1
98,34,148.6,461.2,50370,11.6,37.4,38.9,56.4
267,80,132.6,438.9,79173,6.2,34.2,35,61.2
47,19,158.6,427.3,46750,15.4,37.1,38.6,60.6
51,24,209.1,458.3,36742,21.3,35.1,39.6,50.1
102,38,154.1,451.7,55958,8.9,42.3,43.5,57.8
272,98,170.1,508.3,45292,15.7,41.1,42.9,50.5
139,46,156.1,528.4,56551,7.4,46.4,50.4,63
41,19,210.3,443.8,33370,23.8,45.7,48.7,42.7
12,6,234.9,464.8,28716,32.3,44.4,49.9,40
121,54,216.4,482,34010,28.2,35.3,38.5,43.4
40,17,161.2,381.3,32815,25.4,38.4,44.5,43.8
61,31,159.8,326.4,29244,33.7,39.2,43.4,40.1
61,25,218.9,529.5,34604,29.8,39.4,41.9,38.7
248,110,199,463,36973,24.5,38.2,40.8,45.8
207,78,183.9,493.1,36303,28.6,33.2,37.9,42.3
141,61,201.3,467.9,34008,24.5,34.4,36.1,52.1
106,41,193.1,550.7,39453,18.1,50.7,54,55
31,15,193.7,404.5,32536,27.1,43.5,42.2,41.6
344,134,186,483.7,41141,19.5,34.3,37.4,43.1
51,21,197,486.8,32171,31.7,35.2,43.3,41.8
59,23,189.8,490.1,36886,28.1,44.2,47.1,44.8
178,63,159.3,471.7,40667,15.1,51.2,54.5,57.9
161,64,189.5,480.2,34867,25.9,39.8,43,50
345,177,212.7,420.9,39078,20,39.4,42.1,51.3
415,169,193.3,472.9,52082,15.6,37,39.3,57.1
175,78,180.1,405.3,34288,28.8,36.1,39.9,48.2
31,16,194.6,397.1,31623,28.9,40.2,46,39.3
112,46,186.4,463.6,36137,30.2,37.8,42.1,41.3
157,65,205.6,482.8,41093,25.5,36.7,38.4,47.6
10,6,143.1,295.7,33893,22.8,39.9,41.3,44.6
